32,NaN,NaN,1.051485570699068,0.005331459823096101
64,NaN,NaN,1.0267659094873858,0.003247733950959262
128,1.6540148818885072,0.08344253346872758,1.018069340416995,0.0018992672703896157
256,1.6463940924258016,0.02849693170696314,1.0080904692001296,0.0009077880842695272
512,1.5913447043401268,0.013893357263070298,1.0039374793934825,0.00046126480212509895
1024,1.4916310802345498,0.010130776832908344,1.002101458846473,0.00021864831763194123
2048,1.410461174114046,0.0074918791606580085,1.0010840433177886,0.0001390134149734438
4096,1.3621458620073388,0.0053400383361849515,1.0005266232636894,7.914255194116535e-05
8192,1.326459284238592,0.003757772876991139,1.000247525397922,5.2789735136943465e-05
16384,1.3038020780752326,0.002059828691034208,1.0001093930075708,5.013153035268106e-05
32768,1.2852593162137562,0.0015331430987512013,1.0000680096967582,4.944900289441458e-05
65536,1.2762574187545663,0.0012680998704864832,1.0000336113103787,4.959346965396756e-05
